job_title,company_name,experience,salary,location,job_description,role,industry_type,department,employment_type,role_category,education,key_skills,date_posted,num_openings,num_applicants,experience_bins
Python Developer - Data Analyst,Skyislimit Technologies,1 - 6 years,Not Disclosed,Ernakulam,"We are looking for Python Developers with competencies to understand client requirements, develop and deliver analytical solutions as per the defined scope.
Requirements :
Proficient in Core Python and its libraries and Modeling - regression, classification, linear etc.
Proficient in building highly scalable and optimized engines for Data Analytics.
Good knowledge in JavaScript, CSS, HTML5, XML and Object Relational Mappers (ORM).
Strong exposure in RDBMS (MySQL, MongoDB, Document DB, MSSQL) and Servers (Apache, Ngnix)
Good in exposing and consuming APIs, RESTAPI, Web Services
Experience in Visualization tools such as Power BI, Tableau
Knowledge in AI and ML, Deep Learning (Audio/Video/NLP, Neural Network) will be an added advantage
Knowledge of Multi-process architecture (MVC, MVT) and Multiple Delivery platforms.
Good exposure in Azure DevOps and Version Controls including Git.
Very good in Analytical, Design, Communication and presentation skills.
Duties and Responsibilities:
Understand, analyse, and interpret large datasets
Develop advanced programs to extract the data needed, prepare data for further analysis
Discover, design, and develop analytical methods to support novel approaches of data and information processing
Perform analysis to assess the quality of the data, determine the meaning of the data, and provide data facts and insights
Collaborate with technology team and support the development of analytical models with the effective use of data and analytic techniques and validate the model results and articulate the insights to the business team
Interface and communicate with the onsite teams directly to understand the requirement and determine the optimum solutions
Create technical solutions as per business needs by translating their requirements and finding innovative solution options
Provide product and design level functional and technical expertise along with best practices
Lead and mentor a team throughout design, development and delivery phases and keep the team intact on high pressure situations.
Get involved in business development activities like creating proof of concepts (POCs), point of views (POVs), assist in proposal writing and service offering development, and capable of developing creative power point content for presentations
Participate in organization-level initiatives and operational activities
Ensure continual knowledge management and contribute to internal learning and development teams",Back End Developer,Software Product,Engineering - Software & QA,"Full Time, Permanent",Software Development,B.Tech/B.E. in Computers,"['Power Bi', 'Python Developer', 'Javascript', 'Proposal Writing', 'Data Analyst', 'Mvc', 'Business Development', 'Data Analytics', 'Deep Learning']",30+ days ago,1.0,499,0-2
Manager - Data Analyst,Maruti Suzuki,2 - 6 years,Not Disclosed,Gurgaon/Gurugram,"Role Responsibility:
Story telling with the help of data
Explore data and generate insights such as patterns, seasonality, trend, cause and effect, relationships etc.
Reporting Visualization: Comprehension of reports and easy visualization of data by means of user-friendly and interactive dashboards
Perform descriptive and inferential statistics
Collaborate with the domain knowledge expert if required.
Knowledge of Automotive domain/Road Safety/Environment data is a plus.

Competency Requirements:
Technical/Functional:
Minimum of 6 years of relevant experience.
Experience of data dashboarding
Strong programming skills in python.
Data Visualization techniques
Knowledge of power BI/ Tableau
Knowledge of statistics, probability, and hypothesis testing
Integrating python and power BI
Understanding of accidents, accident data
Knowledge of machine learning, deep network
Knowledge of PC crash",Data Analyst,Automobile,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Machine learning', 'Hypothesis Testing', 'Programming', 'power bi', 'Data Analyst', 'data visualization', 'road safety', 'Statistics', 'Automotive', 'Python']",30+ days ago,1.0,76,2-5
Data Analyst,Calyx,2 - 4 years,Not Disclosed,Remote,"The Data Analyst works under close guidance and supervision of analytics/data management lead
At the core of this role, is your ability to understand business requirements from multiple stakeholder groups and look for opportunities to drive efficiency and value leveraging data
Utilize business processes, documents and systems to perform certain data quality review activities on assigned projects
In addition to working with stakeholders to provide data, you will need to be self-driven to identify areas of weakness or gaps in the data that others may not be aware of or focusing on
You will need to understand the business processes that create the data to reverse engineer what the data is saying about the process
All tasks should be performed in accordance to corporate quality standards, SOPs/Work Instructions/Guidelines, ICH-GCP and/or other international regulatory requirements
Skills:
Evidence of logical reasoning and structured problem-solving skills Analytical thinking, methodical in delivering work activities (attention to detail) with first time quality Time management and prioritization skills to meet objectives and timelines Evidence of ability to work collaboratively within a matrix team environment Good interpersonal, oral and written communication skills Learning ability and knowledge sharing approach; swift understanding of technologies and new processes Ability to manage multiple and varied tasks with enthusiasm and prioritize workload with attention to detail Evidence of accountability relative to Key Accountabilities in Job Description Ability to manipulate data into visualizations that can be easily interpreted by business stakeholders Self-driven and self-sufficient problem solver.
Knowledge and Experience:
Proven work experience in clinical trials or in a relevant project management support role Evidence of technical aptitude with awareness/potential prior experience in Microsoft Office Products (basic computer skills). Basic understanding/willingness to learn relevant ICH-GCP Guidelines, local regulatory requirements and SOPs and study specific procedures Experience using computer languages (R, Python, SQL, etc.) to analyze data Experience using tools to communicate progress to Stakeholders.
Education:
Bachelors Degree in a technical discipline (Math, Science, Engineering, Computing, etc.) or a related study, or equivalent project-related experience English: Fluent",Data Analyst,Pharmaceutical & Life Sciences,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Data management', 'GCP', 'Project management', 'Analytical', 'Clinical trials', 'Clinical research', 'Data quality', 'Analytics', 'SQL', 'Python']",30+ days ago,1.0,244,2-5
Data Analyst,T & A Solutions,1 - 2 years,Not Disclosed,Chandigarh,"B-Tech in Computer Engineering/Networking
Strong data warehousing concepts
SQL database management
Python programming experience
Power BI development exposure
Have experience in developing and building applications to process very large amounts of data (structured and unstructured), including streaming real-time data
Experience in writing complex SQL statements and debugging/improving performance of SQL statements using query profilers
Requirements
Knowledge of database management
SQL, Power BI or Tableau
Python,
Machine learning algorithms, data structure",Data Analyst,Recruitment / Staffing,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,B.Tech/B.E. in Any Specialization,"['tableau', 'SQL database', 'Database management', 'Debugging', 'Machine learning', 'power bi', 'Data Analyst', 'Data warehousing', 'SQL', 'Python']",30+ days ago,1.0,1061,0-2
Data Analyst,Technogen Inc,5 - 7 years,Not Disclosed,Chennai,"* Work closely with business users to understand their data analysis needs/requirements and build specifications that will include clear definition of business value for data analysis, approach for extracting the data required from Golden Sources and definition of business rules/logic.
* This role will require an alignment to the Bank's Data Quality Management Framework to ensure data quality controls, governance and compliance is aligned with the Bank’s Data Strategy and Architecture.
* Proactively develop use cases for the application of data analytics to meet different business needs. Build data models/scenarios and demonstrate to business the possibilities of generating insights
* Partner with system and data owner to establish to document Data Standards of individual critical data attributes.
* Perform data quality controls assessment, identify gaps and follow-up with data owners for remediation.
* Responsible for standard/advanced profiling of data attributes to assess data quality.
* Conduct gap analysis against the established DQMF framework & guidelines to assess levels of adherence.
* Support transition of data quality and data governance capabilities into BAU
* You will need to develop a standard set of analytic tools to enable business to perform data analytics
* Provide data readiness reviews before implementation and manage any issues which may arise from this
* Data Visualisation - This role highly require data story telling skills using data visualisation
tools like Microstrategy, Tableau etc.

Qualifications and Skills
* Documentation - Data Dictionary/Data Modelling/Data Lineage/Business Rules/DQ Rules/ Data Standards, Etc.
* Report Types - Gap Analysis/Problem Analysis/Completeness Dashboards, Etc.
* Process/Data Modelling - 'As Is'/'To Be'/ Visio/Enterprise Architect/Erwin, Etc.
* Strong query language skills (SQL , Hive ,HBase , ETL )
* Good experience with Business Intelligence tools and Decision Support Systems
* Strong data analysis skills using Hive , Spark , Python , R , Microstrategy and Tableau.
* Proven experience in working with key stakeholders within the business
* Proven problem solving skills
* Proven Experience in Data Management and Data Quality Management techniques.
* Stakeholder Management / Analysis
* Presentation Skills - Data Story telling using visualisations is must
* Soft Skills - Communication / Negotiation / Relationship Building/Influencing",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Microstrategy', 'Data analysis', 'Data management', 'Gap analysis', 'Data quality', 'Visio', 'Business intelligence', 'SQL', 'Python', 'HBase']",30+ days ago,1.0,53,5-12
Data Analyst,Easemytrip,1 - 5 years,Not Disclosed,Noida,"This exciting role offers opportunity to:
Work directly with the sales and marketing teams at EMT focussing primarily on business improvements.
Extract the customer data from various data sources.
Clean and improve the customer data attributes like Name, address, Segmentation & Hierarchy.
Create a structured and well-defined data overview by analyzing the customer data from multiple sources.
Make clean, enriched, and high quality (Accurate, Complete, Unique, Consistent & Relevant) customer data available for consumption by various business systems and processes.
Meet the SLA & TAT for the activities as agreed by the business.
Experience of 1 to 5 years in customer data analysis
Candidate must have good experience in advanced excel (Lookups, pivot table, formulae, keyboard shortcuts etc.)
Role & Responsibilities: -
Hands on experience in SQL, BI tools (Power BI, Tableau, QlikView, Data studio, etc)
Strong experience in Excel - should be comfortable with advanced functions. Understanding of macros is beneficial
Strong logical & analytical concepts in databases, schemas, dimensional modelling
Good to have: Basic understanding of scripting languages (R, Python, etc.)
Required Skills:-
Bachelor's Degree in Computer Science OR Engineering.",Business Analyst,Travel & Tourism,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Computer science', 'Data analysis', 'Excel', 'Analytical', 'power bi', 'Advanced Excel', 'QlikView', 'Macros', 'SQL', 'Python']",30+ days ago,1.0,3678,0-2
Data Analyst,Energytech Ventures,2 - 5 years,Not Disclosed,Kolkata,"Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other
strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data
systems Identify, analyze, and interpret trends or patterns in complex data sets Filter and clean data by reviewing computer reports, printouts, and performance
indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities
Skills required:
Should have hands on knowledge on Python. Should be aware of basics on analytic tools and data sciences Should be able to do importing, cleaning, transforming, validating or modeling data
With the purpose of understanding or making conclusions from the data for decision making purpose
Should be able to present data in charts, graphs, tables Should be able to prepare and make presentations, reports in MS-PPT, MS-Excel Should be able to Interpret data, analyze results using statistical techniques and Should be able to develop and implement databases, data collection systems, data Analytics and other strategies that optimize statistical efficiency and quality.",Operations Support - Other,Power,"Customer Success, Service & Operations","Full Time, Permanent",Operations Support,Any Graduate,"['Managed services', 'Excel', 'Process improvement', 'Data collection', 'HTTP', 'Data analytics', 'Data Analyst', 'Powerpoint', 'Analytics', 'Python']",30+ days ago,1.0,900,2-5
Engineer Data Analyst,Valeo,1 - 4 years,Not Disclosed,Chennai,"Support organizations for Natural Language processing and Data analytics, by performing text mining,
applying advanced NLP algorithms, creating data pipelines, performing data transformation, combining
data from multiple sources and helping to make business decisions with dashboards / webapps.
Creating data pipelines:
Read source data from different formats (excel, csv, txt, pdf etc) and transform the data using
suitable scripts in a way to bring out business value from the data
Load the data into servers ensuring good data quality, right quantity, technical accuracy and
sufficiency to meet project objectives
Use java UDF, Beam scripts to batch process or to stream the data
Perform data transformation:
Use appropriate language (Python or R) to read and clean the data
Transform unstructured data into structured data to make relational databases
Combine data from multiple sources and performing NLP analysis:
Use SQL / Bigquery to query data from multiple sources (Bigquery, Bigtable etc)
Apply advanced NLP techniques for preprocessing and use appropriate tools.
Skills: NLP and NLG, Spacy, BERT, Topic modeling, Named Entity recognition, POS tagging
Use text and data mining techniques to extract essential information from test reports
Extract test results data from test reports stored in Word and PDF formats
Use advanced text mining techniques for faster and accurate data extraction
Develop creative and intelligent methods to extract the information required
BE Information Technology, Computer science
3-5 in query language, Dashboarding,Python, R,Visualization tools",Data Analyst,Automobile,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Text mining', 'PDF', 'Data quality', 'Natural language processing', 'Data mining', 'Information technology', 'SQL', 'Data extraction', 'Python']",30+ days ago,1.0,813,0-2
Data Analyst Tableau,Apps Associates,7 - 10 years,Not Disclosed,Gurgaon/Gurugram,"  Minimum of 7 years of professional experience in data analytics or research.
Experience managing enterprise-class web analytics platforms (e.g., Web Analytics, Adobe Analytics/Omniture); expertise with web analytics platform implementation and migration is highly valuable
Experience in providing the overall analytical vision and roadmap for improving web data quality, enhancing web analytics and reporting capabilities, and leading the initiatives to elevate the web analytics capabilities to an industry-leading level
In-depth knowledge of relational databases and SQL, working knowledge of S3, Athena and Snowflake is a must
Knowledge of visualization and data analysis tool (Tableau, Python, PowerPoint, excel etc.) is a must",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Data analysis', 'tableau', 'adobe analytics', 'Web analytics', 'Analytical', 'Data quality', 'Omniture', 'Data analytics', 'SQL', 'Python']",30+ days ago,1.0,85,5-12
Data Analyst - Technology Consulting,Tiger Analytics,5 - 10 years,Not Disclosed,Chennai,"Use data systems to help gather, measure, organize, and analyse data
Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts.
Demonstrating the significance of their work in the context of local, national, and global trends that impact both their organization and industry.
Preparing reports for executive leadership that effectively communicate trends, patterns, and predictions using relevant data.
Collaborating with programmers, engineers, and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance.
Required Skills Experience:
Bachelors Degree in Engineering, Computer Science or related disciplines with strong mathematical numeracy skills.
5 years of overall IT industry experience with atleast 3 years in IT services
2-3 years of experience in any one of the domains - BFSI, Retail/CPG, Manufacturing, Logistics, Media/Entertainment, Hospitality
Excellent working knowledge of SQL, Python and spreadsheet tools like Excel
Excellent analytical skills - the ability to identify trends, patterns, and insights from data.
Intermediate understanding of databases such as SQL Server, Oracle and working knowledge of cloud data platforms like Azure Synapse, AWS Redshift etc.
Understanding of reporting data visualisation tools such as PowerBI, Tableau or Qlik
Understanding of website scripts such as XML, Javascript, JSON.
Understanding of ETL framework and ETL tools including Alteryx and Microsoft SSIS.
Presentation skills - ability to write and speak clearly to easily communicate complex ideas in a way that is easy to understand.",Data Analyst,Recruitment / Staffing,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,B.Tech/B.E. in Any Specialization,"['IT services', 'XML', 'Javascript', 'Data Analyst', 'JSON', 'Oracle', 'SSIS', 'microsoft', 'SQL', 'Python']",30+ days ago,1.0,236,5-12
Data Analyst,Eteam,1 - 3 years,Not Disclosed,Pune,"Data management concepts like data sourcing , data lineage, data quality controls, data governance
Good with writing SQL/No-SQL queries
Good understanding with Snowflake/cloud technologies, Python, Hadoop
BA planning, requirement management, stakeholder management
Worked in Agile methodology and JIRA tool
Treasury and banking domain experience is added advantage
"",",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,B.A,"['SQL queries', 'Data management', 'Banking', 'data governance', 'Data quality', 'Agile methodology', 'Data Analyst', 'JIRA', 'Stakeholder management', 'Python']",30+ days ago,1.0,2804,0-2
Data Analyst,Epaylater,3 - 6 years,Not Disclosed,Mumbai,"  1. Define and continuously refine the analytics roadmap.
2. Build, Deploy and Maintain the data infrastructure that supports all of the analysis, including the data warehouse and various data marts
3. Build, deploy and maintain the predictive models and scoring infrastructure that powers critical decision management systems.
4. Strive to devise ways to gather more alternate data and build increasingly enhanced predictive models
5. Partner with business teams to systematically design experiments to continuously improve customer acquisition, minimize churn, reduce delinquency and improve profitability Provide data insights to all business teams through automated queries, MIS, etc.
Requirements :
1. 1 years of deep, hands-on analytics experience in a management consulting, start-up or financial services, or fintech company.
2. Should have strong knowledge in SQL and Python.
3. Deep knowledge of problem-solving approach using analytical frameworks.
4. Deep knowledge of frameworks for data management, deployment, and monitoring of performance metrics.
5. Hands-on exposure to delivering improvements through test and learn methodologies. .
6. Excellent communication and interpersonal skills, with the ability to be pleasantly persistent.",Data Analyst,Internet,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Customer acquisition', 'Data management', 'MIS', 'Analytical', 'Management consulting', 'Analytics', 'Financial services', 'Monitoring', 'SQL', 'Python']",26 days ago,1.0,269,2-5
Opening For Data Analyst,Epicenter Technologies,6 - 11 years,Not Disclosed,Mumbai,"Opening for Data Analytics + Engineer

Location : Goregoan

Mode : Work from Office


Roles and Responsibilities
Lead cross-functional projects using advanced data modelling and analysis techniques to discover insights that will guide strategic decisions and uncover optimization opportunities
Build ETL pipelines on AWS Cloud, setup S3 Trigger based process, monitor data ingestion workflow, etc
Understand the business problem and accordingly architect the workflow over the AWS Cloud
Make necessary amendments in the ETL pipelines and maintain/optimize the AWS Redshift Data warehouse
Data discovery, build, develop and maintain data models, reporting systems, data automation systems, dashboards and performance metrics support that support key business decisions
Design and build technical processes to address business issues
Oversee the design and delivery of reports and insights that analyse business functions and key operations and performance metrics
Manage and optimize processes for data intake, validation, mining and engineering as well as modelling, visualization and communication deliverables
Examine, interpret and report results of analytical initiatives to stakeholders in leadership, technology, sales, marketing and product teams
Oversee the data/report requests process: tracking requests submitted, prioritization, etc.
Anticipate future demands of initiatives related to people, technology, budget and business within your department and design/implement solutions to meet these needs
Organize and drive successful completion of data insight initiatives through effective management of analyst and data employees and effective collaboration with stakeholders
Communicate results and business impacts of insight initiatives to stakeholders within and outside of the company

Desired Candidate Profile

Were looking for someone with 2-4 years of experience in a position monitoring, managing, manipulating and drawing insights from data plus who has equal interest in data engineering
Experience with AWS Cloud services viz. EC2, AWS Lambda, S3 storage, Redshift, AWS Glue, AWS Sagemaker, etc.
Working knowledge of predictive, diagnostic, descriptive and prescriptive analytics, mapping, collecting data from multiple data systems on premises and cloud-based data sources
Understanding of and experience using analytical concepts and statistical techniques: hypothesis development, designing tests/experiments, analysing data, drawing conclusions, and developing actionable recommendations for business units
Experience and knowledge of statistical modelling and machine learning techniques: linear and logistic regression, decision trees, random forest, variable selection and feature engineering, etc.
Experience working with and creating databases and dashboards using all relevant data to inform decisions
Strong problem solving, quantitative and analytical abilities with excellent communication and collaboration skills
Strong ability to plan and manage numerous processes, people and projects simultaneously
The right candidate will also be proficient and experienced with the following tools/programs:
Strong programming skills with querying languages: SQL
Experience with R or Python
Experience with data visualization tools: Power BI, Tableau, etc.
Experience with Excel, Word, and PowerPoint",Data Science & Analytics - Other,NBFC,Data Science & Analytics,"Full Time, Permanent",Data Science & Analytics - Other,"B.Sc in Computers, B.Tech/B.E. in Any Specialization, BCA in Any Specialization","['Aws Cloud', 'machine learning', 'statistical modelling', 'AWS Lambda', 'Power BI', 'AWS Glue', 'Tableau', 'Redshift', 'SQL', 'R', 'EC2', 'AWS Sagemaker', 'S3 storage', 'Python']",27 days ago,,192,5-12
Data Analyst - I,BOOKMYSHOW.COM,2 - 6 years,Not Disclosed,Mumbai,"Your Profile
Responsible for churning out regular as well as ad-hoc reports for multiple business verticals
Working on customer segmentation, retention and growth metrics to help CRM/Product teams with relevant target groups for upcoming Movies/Events
Coordinating with teams to understand business problems and work towards solving them
Should be able to make sense of large datasets, and derive actionable insights from it
Should be able to comprehend business problem and solve it using the available data
Should be able to work with product, technology and marketing teams to identify gaps in the data capture strategy. Implement processes that ensure data consistency and accuracy
Should be able to identify trends/patterns within the data, draw insights out of it and share actionable steps with business teams
Flexible to work as an individual contributor as well as a Team player


Your Checklist
Should have good understanding on writing SQL queries, joins etc. and also advanced Excel functions
Minimum 2 years experience on data / Product analysis in leading eCommerce and/ or Internet companies
Good understanding of any data visualisation tool like Tableau/Data Studio/Power BI/Quicksight/Qliksense
Past experience of working on any data warehouse like Amazon Redshift / Snowflake / BigQuery would be an added advantage
Experience on Python/R and statistical modelling would be an added advantage",Data Analyst,Film / Music / Entertainment,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['SQL queries', 'amazon redshift', 'Machine learning', 'Product analysis', 'power bi', 'Scheduling', 'Data Analyst', 'Advanced Excel', 'CRM', 'Python']",30+ days ago,1.0,951,2-5
Data Analyst (tableau/power B.I) consultant,Anicalls,5 - 8 years,Not Disclosed,Chennai,"4+ years of experience in data reporting and analytics
Willingness to understand transactional and operational accounting/finance
Displaying an understanding of business intelligence (B.I.) including data collection, analysis, and presentation
Knowledge of data management, ETL and visualization tools - e.g., Alteryx, Tableau, PowerBI, with an emphasis on Cognos
Knowledge of SAS application
Attention to detail and self-starter
Curiosity mindset
Experience with working in large, complex data sets and creating ad hoc queries
Must be able to manage multiple tasks in a fast-paced, dynamic work environment
Project management skills related to organizing, planning, time management, scheduling, documentation, and meeting deadlines
Ability to work both independently and as part of a team
Demonstrated proficiency with Microsoft Office Suite of products",Business Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['tableau', 'SAS', 'Data management', 'Cognos', 'Data collection', 'Data Analyst', 'Scheduling', 'Business intelligence', 'Operations', 'Analytics']",30+ days ago,1.0,177,5-12
Data Analyst,Vixplor Analytics,1 - 5 years,Not Disclosed,Kolkata,"Ability to analyse large datasets
Ability to write comprehensive reports
Strong verbal and written communication skills
An analytical mind and inclination for problem-solving
Masters or PhD in Statistics, Mathematics, Computer Science, Information Technology or related fields.
Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems",Non Tech Support - Voice / Blended,IT Services & Consulting,"Customer Success, Service & Operations","Full Time, Permanent",Voice / Blended,Any Graduate,"['Computer science', 'Analytical', 'Data collection', 'Packaging', 'Data analytics', 'Mathematics', 'Data Analyst', 'Information technology', 'Statistics']",30+ days ago,1.0,1344,0-2
Manager - Recruitment & Data Analyst,Busisol Sourcing (India),8 - 10 years,Not Disclosed,Bellary/Ballari,"This role is meant for someone who is an excellent multi-tasker and go-getter. We are looking for a high-energy individual who can juggle managing their own tasks and the entire team.
Role and Responsibilities
Recruitment Create and build the talent acquisition strategy for the entire company; multi-level hiring and people management Innovate on hiring practices by using new methods or channels.
Keep a lookout for talent available in the market and plan accordingly Motivate and energize your team to always be candidate-friendly Monitor market trends in hiring practices and ensure our strategy is in line with the market.
Attend events and represent the company at HR-related events. Networking is a key skill for this role. Manage all job descriptions out in the market, ensuring they are high quality and accurate.
Keep track of metrics on a weekly/monthly basis for reporting to the VPsHR Analyst Collects and compiles HR metrics and data from a variety of sources including the human resource information system (HRIS) and payroll outputs, management and employee surveys, exit interviews, employment records, government labor statistics, competitors practices, and other sources.
Analyzes data and statistics for trends and patterns with attention to recruitment, hiring practices, motivation, turnover, and compliance with employment laws and regulations. Prepares reports of data results, presenting and explaining findings to senior leadership.
Identifies and recommends reasonable short- and long-term goals, milestones, and benchmarks for key performance metrics. Based on metrics and analysis, makes recommendations for policies and activities to improve the organizational culture including suggestions to attract and hire qualified candidates, to motivate and retain employees, to address staffing issues, and to maintain legal compliance.
Facilitates implementation of new training, development, recruiting, and other related initiatives. May conduct or assist with conducting classification audits to ensure that jobs are properly classified as exempt or nonexempt. Ensures compliance with data privacy regulations and best practices.",HR Generalist,Recruitment / Staffing,Human Resources,"Full Time, Permanent",HR Operations,Any Graduate,"['information system', 'Payroll', 'Networking', 'Legal compliance', 'Talent acquisition', 'Staffing', 'HRIS', 'HR', 'Deputy General Manager Hr', 'data privacy']",30+ days ago,1.0,183,5-12
Data Analyst - Technology,Vayaa Systems,1 - 3 years,Not Disclosed,Hyderabad,"3

Data Analyst - Associate

Technology/Domain : Hadoop , Tableau , MS SQL

Job Title : Data Analyst - Technology

Positions : 2

Skills :

Excellent data , analytic & problem - solving skills ability to translate data into actionable insights which can be easily understood and utilized by the entire organization and external partners.

Strong knowledge of SQL (preferably MS SQL) and Excel is essential.

Experience with Big Data (Hadoop etc.) and data visualization (Tableau etc.) a plus.

Passionate about data and analytics

Overall , a highly driven , results - orientated , creative , intellectually curious , nimble problem solver , who uses technical data excellence and whatever it takes to deliver business value rapidly

Experience : 1 - 3 years

Qualification : BTech/BE/MCA",Non Tech Support - Non Voice,IT Services & Consulting,"Customer Success, Service & Operations","Full Time, Permanent",Non Voice,Any Graduate,"['MS SQL', 'tableau', 'Excel', 'Hadoop', 'Manager Technology', 'Data Analyst', 'Data analytics', 'data visualization', 'big data', 'Business Executive']",30+ days ago,1.0,2614,0-2
Data Analyst,Seven Consultancy (HR Solution),3 - 8 years,Not Disclosed,Surat,"Managing master data, including creation, updates, and deletion
Managing users and user roles
Provide quality assurance of imported data, working with quality assurance analysts if necessary
Commissioning and decommissioning of data sets
Processing confidential data and information according to guidelines
Helping develop reports and analysis
Managing and designing the reporting environment, including data sources, security, and metadata
Supporting the data warehouse in identifying and revising reporting requirements
Supporting initiatives for data integrity and normalization
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems
Generating reports from single or multiple systems
Troubleshooting the reporting database environment and reports
Evaluating changes and updates to source production systems
Training end-users on new reports and dashboards
Providing technical expertise in data storage structures, data mining, and data cleansing",Data Analyst,Recruitment / Staffing,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Report generation', 'Operations Analyst', 'Manager Quality Assurance', 'Data management', 'Data Analyst', 'Data mining', 'Troubleshooting', 'Data warehousing', 'Analytics', 'Recruitment']",30+ days ago,1.0,59,2-5
Big Data Analyst,Ceresight,3 - 8 years,Not Disclosed,India,"Key skills:: Hadoop technologies, Pig, Hive, MapR

Desired Candidate Profile::

We are looking for a Big Data Analyst who will work on the collecting, importing, converting and analysing the data to get the insights and make conclusions. Keeping a track of the trends, patterns emerging from those huga data sets and presenting that data in the form of graphs, charts, tables and making data reports for the management to make decisions based upon those reports.

You must have::

Strong knowledge on Data modelling and Databases, good understanding and expertise in SQL databases, SQL database development and scripting, loading and processing data to Database.

Good knowledge on NoSQL solutions like Hbase, Cassandra, MongoDB, or CouchDB

Strong knowledge of relational Database management principles and knowledge on software lifecycles

Good knowledge of Excel

Strong in visualization tools for creating and interpreting graphs and charts

Reach out to us if you have 3+ years work experience in handling these big data tools to analyse the data and prepare the patterns that emerge from the huge data sets.

Education:: - Bachelors/ Masters / Phd

We think the knowledge acquired by earning a doctorate or master s degree in Computer Science with AI as a specialization would be of great value in this position, but if you're smart and have the experience that backs up your abilities, for us, talent trumps degree every time

Company Profile: This is the right place for you, if want to work in

- A Data Science and Big Data technology start -up.

- A place where you would want to create value for yourself, and our customers

- An environment that supports your personal growth

- Group of the best in class professionals who are excited about the work they do",Non Tech Support - Non Voice,Analytics / KPO / Research,"Customer Success, Service & Operations","Full Time, Permanent",Non Voice,Any Graduate,"['Computer science', 'NoSQL', 'cassandra', 'Database management', 'Data processing', 'big data analyst', 'MongoDB', 'couchdb', 'HBase', 'database development']",30+ days ago,1.0,12,2-5
Data Analyst,Lakshmi North East Solutions,6 - 12 years,Not Disclosed,Guwahati,"Developing and maintaining databases, data systems, - reorganizing data in a readable format.
Performing analysis to assess the quality and meaning of data.
Filter data by reviewing reports and performance indicators to identify and correct code problems.
BE/B.Tech in computer science.
With 6 years of experience in similar assignments/projects.
Key Skills
Data Management Data Analysis Excel SQL Secondary Research Data Analytics Data Mining Data Validation Primary Research",Business Analyst,Recruitment / Staffing,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,B.Tech/B.E. in Production/Industrial,"['Computer science', 'Data analysis', 'Data validation', 'Data management', 'Primary research', 'Data Analyst', 'Business intelligence', 'Data mining', 'Secondary research', 'SQL']",30+ days ago,1.0,71,5-12
